flex_score,score_category,property_use,building_sqft,address,municipality,acres,market_value,owner_name,year_built,warehouse_sqft,office_sqft,office_percentage,parcel_id,assessed_value,improvement_value,land_value,sale_date,sale_price,owner_address,has_enriched_data,has_building_data,extraction_timestamp,scrape_success,scrape_message,subarea_warehouse_sqft,subarea_office_sqft,zoning_code,property_use_code_detail,number_of_units,improvement_value_2025,improvement_value_2024,improvement_value_2023,improvement_value_2022,improvement_value_2021,land_value_2025,land_value_2024,land_value_2023,land_value_2022,land_value_2021,market_value_2025,market_value_2024,market_value_2023,market_value_2022,market_value_2021,assessed_value_current,exemption_amount,taxable_value_current,ad_valorem_tax,non_ad_valorem_tax,total_annual_tax,sales_history,5yr_appreciation,office_warehouse_ratio,tax_rate,sales_count
10.0,Excellent,WAREH/DIST TERM,20800,1138 53RD CT N,MANGONIA PARK,1.3705,2014404,MANGONIA PARK LLC,1984.0,18748.0,494.0,2.6,44434305220000060,1688074,0,0,1372392000000.0,800000,,False,True,2025-09-15T14:34:49.861835,True,Successfully extracted enhanced property data,18748.0,494.0,I—INDUSTRIAL DISTRICT,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,1856881.0,,1856881.0,45950.0,5096.0,51046.0,[],,0.026,,0
10.0,Excellent,WAREH/DIST TERM,26659,1199 PRESIDENT BARACK OBAMA HWY 1,RIVIERA BEACH,1.4826,3620671,1199 PARTNERS LLC,1997.0,22275.0,2208.0,9.0,56434232240000030,3239667,0,0,1622001600000.0,5575000,,False,True,2025-09-15T14:34:52.116743,True,Successfully extracted enhanced property data,22275.0,2176.0,IL—LIMITED INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3563634.0,,3563634.0,77221.0,6531.0,83753.0,[],,0.089,,0
10.0,Excellent,WAREH/DIST TERM,30965,6643 42ND TER N,RIVIERA BEACH,1.4608,3577052,CENTURY AAA LTD,1982.0,25245.0,2090.0,7.6,56424236040060010,2907776,0,0,1397534400000.0,1700000,,False,True,2025-09-15T14:34:54.292605,True,Successfully extracted enhanced property data,25245.0,2100.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3198554.0,,3198554.0,70199.0,7641.0,77840.0,[],,0.077,,0
10.0,Excellent,WAREH/DIST TERM,29928,1420 NEPTUNE DR,BOYNTON BEACH,1.454,4626319,1420 NEPTUNE LLC,1985.0,22595.0,711.0,3.1,8434605000007026,3712229,0,0,1309147200000.0,1250000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,24747,240 N CONGRESS AVE,DELRAY BEACH,1.478,4037717,NATURE OF MARBLE LLC,1986.0,21743.0,3004.0,12.1,12434618000001053,3175195,0,0,1255060800000.0,10,,False,True,2025-09-15T14:34:58.776993,True,Successfully extracted enhanced property data,21743.0,3004.0,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    MIC
                                

                                    1",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3492715.0,,3492715.0,73023.0,8396.0,81419.0,[],,0.121,,0
10.0,Excellent,WAREH/DIST TERM,30235,1253 OKEECHOBEE RD,WEST PALM BEACH,1.4488,4650975,ISLAND SHOPS LTD,1987.0,11480.0,800.0,6.5,74434328140000042,3567300,0,0,994910400000.0,1250000,,False,True,2025-09-15T14:35:01.007948,True,Successfully extracted enhanced property data,2080.0,1280.0,I—INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3924030.0,,3924030.0,88953.0,7952.0,96905.0,[],,0.381,,0
10.0,Excellent,WAREH/DIST TERM,23990,8111 GARDEN RD,WEST PALM BEACH,1.4793,2942487,SGB INVESTMENTS INC,1984.0,18937.0,1204.0,6.0,434219050020140,2236348,0,0,884235600000.0,765000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,25644,4925 PARK RIDGE BLVD,BOYNTON BEACH,1.4794,4613383,FEEDING SOUTH FLORIDA INC,1997.0,19603.0,6041.0,23.6,8434520260000000,3625714,0,0,1454562000000.0,3050000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,25984,3695 INTERSTATE PARK WAY,WEST PALM BEACH,1.4418,3381637,SAUCY PROPERTIES LLC,1984.0,24311.0,288.0,1.2,434231000003120,3026186,0,0,1638248400000.0,3800000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,24200,101 S CONGRESS AVE,DELRAY BEACH,1.4722,3703423,101 SOUTH CONGRESS LLC,1975.0,16570.0,299.0,1.8,12434618000005040,3703423,0,0,1564632000000.0,3825000,,False,True,2025-09-15T14:35:10.062428,True,Successfully extracted enhanced property data,24200.0,1413.0,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    MROC
                                

                                    1",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4073765.0,,4073765.0,76637.0,8625.0,85261.0,[],,0.055,,0
10.0,Excellent,WAREH/DIST TERM,22762,4935 PARK RIDGE BLVD,BOYNTON BEACH,1.5248,3604329,ANSON LOGISTICS ASSETS LLC,1998.0,19520.0,1517.0,7.2,8434517100000461,2747582,0,0,1732078800000.0,2743700,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,29100,1700 BARCELONA WAY,BOCA RATON,1.5023,2139607,ECKOLS 76 LTD &,1978.0,525.0,1800.0,77.4,6434717290180046,1637769,0,0,844142400000.0,1000000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,25654,111 E COAST AVE,HYPOLUXO,1.5263,3177500,JEFF INDUSTRIES INC,1980.0,2937.0,9890.0,77.1,26434510000003031,2571093,0,0,971236800000.0,800000,,False,True,2025-09-15T14:35:16.842141,True,Successfully extracted enhanced property data,2937.0,9890.0,CG—COMMERCIAL GENERAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2828202.0,,0.0,0.0,15037.0,15037.0,[],,0.771,,0
10.0,Excellent,WAREH/DIST TERM,22060,1115 53RD CT S,MANGONIA PARK,1.5189,2497826,WILLIAM R MAYFIELD JR LLC,1981.0,20977.0,1083.0,4.9,44434305220000420,2085848,0,0,1496894400000.0,2000000,,False,True,2025-09-15T14:35:19.009622,True,Successfully extracted enhanced property data,20977.0,1083.0,I—INDUSTRIAL DISTRICT,4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,2294433.0,,2294433.0,56544.0,5405.0,61948.0,[],,0.049,,0
10.0,Excellent,WAREH/DIST TERM,21100,3630 CONSUMER ST,WEST PALM BEACH,1.5045,3074671,ADVENTURELAND MGMNT LLC,1987.0,14594.0,1284.0,8.1,434219050040200,2376460,0,0,1535688000000.0,2050000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,22578,1225 NW 17TH AVE,DELRAY BEACH,1.5,3822117,DCCA BUILDING OWNER LLC,2001.0,2991.0,2460.0,45.1,12434608330070010,3262377,0,0,1629345600000.0,3800000,,False,True,2025-09-15T14:35:23.426241,True,Successfully extracted enhanced property data,22578.0,2460.0,PCC—PCC - PLANNED COMMERCE CENTER,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3588615.0,,3588615.0,69227.0,8184.0,77411.0,[],,0.098,,0
10.0,Excellent,WAREH/DIST TERM,20400,4655 SOUTHERN BLVD,WEST PALM BEACH,1.534,2361005,SUNSHINE PROPERTIES LLC,1974.0,8670.0,1050.0,10.8,424336000007510,2067373,0,0,987739200000.0,4280000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,20930,1871 OKEECHOBEE RD,WEST PALM BEACH,1.7302,2687292,GRAYBAR ELECTRIC CO INC,1967.0,13470.0,7460.0,35.6,74434329000001051,2205367,0,0,,0,,False,True,2025-09-15T14:35:27.895404,True,Successfully extracted enhanced property data,13470.0,7460.0,"Acres



                                    1
                                

                                    COMMERCIAL
                                

                                    CS
                                

                                    1",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2425904.0,,2425904.0,56473.0,3677.0,60150.0,[],,0.356,,0
10.0,Excellent,WAREH/DIST TERM,25600,1127 POINSETTIA DR,DELRAY BEACH,1.7038,4315540,KM PROPERTY CONSULTANTS LLC,2001.0,21600.0,4000.0,15.6,12434620230020010,3241904,0,0,1443585600000.0,2400000,,False,True,2025-09-15T14:35:30.039380,True,Successfully extracted enhanced property data,21600.0,4000.0,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    MIC
                                

                                    1",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3566094.0,,3566094.0,73623.0,9303.0,82927.0,[],,0.156,,0
10.0,Excellent,WAREH/DIST TERM,24975,4281 WESTROADS DR,RIVIERA BEACH,1.7314,3791630,4281 WESTROADS DR LLC,2001.0,10350.0,1800.0,14.8,56424236020030014,3086211,0,0,1299128400000.0,1400000,,False,True,2025-09-15T14:35:32.278081,True,Successfully extracted enhanced property data,6075.0,6750.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3394832.0,,3394832.0,74059.0,6229.0,80288.0,[],,0.526,,0
10.0,Excellent,WAREH/DIST TERM,27900,4249 WESTROADS DR,RIVIERA BEACH,1.7314,3144474,PALM TREE INDUSTRIAL LLC,1979.0,8500.0,800.0,8.6,56424236020020010,2594504,0,0,1498104000000.0,2191392,,False,True,2025-09-15T14:35:34.465470,True,Successfully extracted enhanced property data,8500.0,800.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2853954.0,,2853954.0,64104.0,6945.0,71050.0,[],,0.086,,0
10.0,Excellent,WAREH/DIST TERM,32000,715 SW 17TH AVE,DELRAY BEACH,1.7316,3707573,HRA PROPERTIES INC,1978.0,32000.0,,,12434620250010010,2580600,0,0,1386219600000.0,1000000,,False,True,2025-09-15T14:35:36.682711,True,Successfully extracted enhanced property data,32000.0,,I—I - INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2838660.0,,2838660.0,60433.0,11148.0,71581.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,24390,1194 OLD DIXIE HWY 10,LAKE PARK,1.685,3263016,1194 CORP &,1983.0,13440.0,3140.0,18.9,36434220000003240,2334369,0,0,1105765200000.0,10,,False,True,2025-09-15T14:35:38.943037,True,Successfully extracted enhanced property data,13440.0,7810.0,C4—C4 BUSINESS DISTRICT,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2567806.0,,2567806.0,60675.0,11324.0,71999.0,[],,0.368,,0
10.0,Excellent,WAREH/DIST TERM,20175,4201 WESTGATE AVE,WEST PALM BEACH,1.6969,2994031,4201 WESTGATE AVENUE LLC,2000.0,7924.0,2868.0,26.6,424325000001050,2584256,0,0,1119585600000.0,10,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,26679,4020 THOR DR,BOYNTON BEACH,1.7428,3916976,4020 THOR LLC,1997.0,14880.0,5130.0,25.6,8434605000007110,3315569,0,0,1498622400000.0,3500000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,26589,510 INDUSTRIAL AVE,BOYNTON BEACH,1.7457,3626839,IOK RE ENTERPRISES LLC,1960.0,4576.0,1032.0,18.4,8434520000000071,3626839,0,0,1703653200000.0,10,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,24888,1033 NW 16TH ST,BELLE GLADE,1.7854,625000,CRK FAMILY TRUST,1976.0,11025.0,3375.0,23.4,4374331010080100,625000,0,0,1713153600000.0,2025000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,21005,261 NW 18TH AVE,DELRAY BEACH,1.8066,4496040,JLJ INVESTORS LTD,2015.0,19905.0,1100.0,5.2,12434618490000010,3788836,0,0,1385096400000.0,500000,,False,True,2025-09-15T14:35:50.155453,True,Successfully extracted enhanced property data,19905.0,1100.0,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    MIC
                                

                                    1",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4167720.0,,4167720.0,79483.0,7892.0,87375.0,[],,0.052,,0
10.0,Excellent,WAREH/DIST TERM,22887,3700 GEORGIA AVE,WEST PALM BEACH,1.6912,3397198,KNOTTINGHAM LLC,1965.0,,,,74434333290050010,3044346,0,0,1653278400000.0,10,,False,True,2025-09-15T14:35:52.350764,True,Successfully extracted enhanced property data,,,I—INDUSTRIAL,"1623
                                

                                    WARRANTY DEED
                                

                                    GEORGIA WAREH",0.0,,,,,,,,,,,,,,,,3348781.0,,3348781.0,74426.0,6978.0,81404.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,30520,2735 PARKLAND RD,WEST PALM BEACH,1.7011,3064817,ROSS T LLC,1957.0,22714.0,4340.0,16.0,74434333340040050,2497453,0,0,1356930000000.0,1140000,,False,True,2025-09-15T14:35:54.552251,True,Successfully extracted enhanced property data,22714.0,3466.0,I—INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2747198.0,,2747198.0,62511.0,8027.0,70538.0,[],,0.132,,0
10.0,Excellent,WAREH/DIST TERM,23491,3819 WESTGATE AVE,WEST PALM BEACH,1.8102,3093665,WESTGATE I & II CORP,1990.0,4988.0,6719.0,57.4,434330030260010,2500114,0,0,928209600000.0,1465000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,38500,3574 CORONA ST A,LAKE WORTH,1.9737,4092825,HORO LLC,1983.0,34710.0,1480.0,4.1,38434420030030010,3489771,0,0,,0,,False,True,2025-09-15T14:35:58.973734,True,Successfully extracted enhanced property data,34710.0,2310.0,I-POC—INDUSTRIAL PARK OF COMMERCE,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3838748.0,,3838748.0,87757.0,14943.0,102701.0,[],,0.062,,0
10.0,Excellent,WAREH/DIST TERM,26016,11260 FORTUNE CIR,WELLINGTON,1.999,4538315,PSB WELLINGTON COMMERCE PARK II LLC,1997.0,1944.0,4420.0,69.5,73414423110000010,3405174,0,0,1164862800000.0,0,,False,True,2025-09-15T14:36:01.141921,True,Successfully extracted enhanced property data,1944.0,1458.0,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    FLEX
                                

                                    1",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3745691.0,,3745691.0,78346.0,6939.0,85285.0,[],,0.429,,0
10.0,Excellent,WAREH/DIST TERM,32100,3805 INVESTMENT LN,WEST PALM BEACH,2.0061,4120724,INVESTMENT LANE BAYS LLC,1985.0,3451.0,1267.0,26.9,434219050040050,4120724,0,0,1664942400000.0,5800000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,23180,1041 S ROGERS CIR,BOCA RATON,2.0072,3566583,BOCA SYSTEMS INC,1979.0,15723.0,5448.0,25.7,6424701010040220,3338193,0,0,911451600000.0,1700000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,20000,1830 PARK LN S,JUPITER,1.8938,4305967,PARK LANE SOUTH HOLDINGS LLC,2004.0,17312.0,305.0,1.7,30424109030000220,4305967,0,0,1684209600000.0,5400000,,False,True,2025-09-15T14:36:07.807103,True,Successfully extracted enhanced property data,17312.0,2383.0,I1—INDUSTRIAL PARK LIGHT INDUSTRY,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4404684.0,,4404684.0,74939.0,5638.0,80577.0,[],,0.121,,0
10.0,Excellent,WAREH/DIST TERM,23528,407 COMMERCE WAY A 1,JUPITER,1.894,4272763,407 COMMERCE WAY LLC,1989.0,7800.0,,,30424102090020010,3938418,0,0,1450155600000.0,2550000,,False,True,2025-09-15T14:36:09.956584,True,Successfully extracted enhanced property data,14728.0,,I2—INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4332260.0,,4332260.0,77555.0,5764.0,83320.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,27503,635 GATOR DR A,LANTANA,1.9165,3609016,ALLIANCE GATOR DRIVE LLC,1987.0,4773.0,1222.0,20.4,40434434000007110,3609016,0,0,1690257600000.0,9250000,,False,True,2025-09-15T14:36:12.108818,True,Successfully extracted enhanced property data,14858.0,6650.0,I—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3969918.0,,3969918.0,77398.0,8463.0,85861.0,[],,0.309,,0
10.0,Excellent,WAREH/DIST TERM,20400,9005 SOUTHERN BLVD,ROYAL PALM BEACH,1.9485,2978576,SUNSHINE PROPERTIES LLC,1975.0,9372.0,828.0,8.1,72424327050080183,1912962,0,0,987739200000.0,4280000,,False,True,2025-09-15T14:36:14.266925,True,Successfully extracted enhanced property data,9372.0,828.0,IL—INDUSTRIAL LIMITED,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2104258.0,,2104258.0,46533.0,5095.0,51628.0,[],,0.081,,0
10.0,Excellent,WAREH/DIST TERM,28717,2650 NW 1ST AVE,BOCA RATON,1.8947,4699156,2650 INVESTMENTS LLC,1965.0,7960.0,1824.0,18.6,6434707020340220,3652143,0,0,1595908800000.0,3500000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,37500,1200 CLINT MOORE RD,BOCA RATON,1.9869,4922628,EAST COAST NORTH 1 LLC,1984.0,19025.0,18475.0,49.3,6424701010020091,4922628,0,0,1116388800000.0,1,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,35250,6600 W ROGERS CIR 1,BOCA RATON,1.9869,4745701,EAST COAST SOUTH 1 LLC,1985.0,17799.0,17451.0,49.5,6424701010020101,4658610,0,0,1120622400000.0,10,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,33760,415 SE 1ST AVE,DELRAY BEACH,1.8772,4819859,DDDELRAY LLC,1972.0,6000.0,,,12434621090010060,4098441,0,0,1473652800000.0,2960000,,False,True,2025-09-15T14:36:23.169255,True,Successfully extracted enhanced property data,6000.0,,"Acres



                                    1
                                

                                    COMMERCIAL
                                

                                    CBD
                                

                                    1",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4508285.0,,4508285.0,88354.0,11668.0,100021.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,30750,1233 OLD DIXIE HWY 1,LAKE PARK,1.8776,3539015,OLD DIXIE RE LLC,1974.0,10250.0,,,36434220000003150,3270534,0,0,1623902400000.0,3450000,,False,True,2025-09-15T14:36:25.441890,True,Successfully extracted enhanced property data,10250.0,,C4—C4 BUSINESS DISTRICT,"1698
                                

                                    FINAL JUDGMENT
                                

                                    OLD DIXIE STORAGE",0.0,,,,,,,,,,,,,,,,3597587.0,,3597587.0,79263.0,15314.0,94576.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,20028,1785 HILL AVE,MANGONIA PARK,1.9997,2303424,PINNACLE TOWERS ACQUISITION LLC,1970.0,17036.0,1560.0,8.4,44434305000130020,1691014,0,0,1093406400000.0,616000,,False,True,2025-09-15T14:36:27.655039,True,Successfully extracted enhanced property data,17036.0,1432.0,I—INDUSTRIAL DISTRICT,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,1860115.0,,1860115.0,47942.0,4909.0,52851.0,[],,0.078,,0
10.0,Excellent,WAREH/DIST TERM,33325,3050 SW 14TH PL,BOYNTON BEACH,2.0,3771707,DOUGLAS BELL LLC,1985.0,6782.0,195.0,2.8,8434605080000060,3410380,0,0,1013058000000.0,10,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,31228,6450 E ROGERS CIR,BOCA RATON,2.0,4411164,ERC BUSINESS CENTER LLC,1990.0,20943.0,2634.0,11.2,6424701010030220,4411164,0,0,1498449600000.0,3600000,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,25340,910 CLINT MOORE RD,BOCA RATON,1.8674,3449237,LAIRD NORTH LLC,1978.0,17273.0,8067.0,31.8,6424701010030261,3449237,0,0,1600056000000.0,100,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,23278,1114 53RD CT S,MANGONIA PARK,1.9215,2471994,EBC PROPERTIES LLC,1984.0,17603.0,3395.0,16.2,44434305220000241,2401105,0,0,1655352000000.0,2350000,,False,True,2025-09-15T14:36:36.594019,True,Successfully extracted enhanced property data,17603.0,2280.0,I—INDUSTRIAL DISTRICT,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2645840.0,,2645840.0,62553.0,5703.0,68256.0,[],,0.115,,0
10.0,Excellent,WAREH/DIST TERM,23408,4910 DYER BLVD,RIVIERA BEACH,1.9919,2988892,REALEXPO LLC,1964.0,8600.0,1900.0,18.1,56424236000003140,2172683,0,0,1332734400000.0,785000,,False,True,2025-09-15T14:36:38.812328,True,Successfully extracted enhanced property data,8600.0,1900.0,IL—LIMITED INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,2389951.0,,2389951.0,55931.0,5845.0,61776.0,[],,0.181,,0
10.0,Excellent,WAREH/DIST TERM,32040,125 S CONGRESS AVE,DELRAY BEACH,1.8695,3984901,DHSH CORP,1963.0,17820.0,3540.0,16.6,12434618000005031,3037942,0,0,820472400000.0,1000000,,False,True,2025-09-15T14:36:41.022386,True,Successfully extracted enhanced property data,5280.0,3540.0,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    MROC
                                

                                    1",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3341736.0,,3341736.0,68070.0,11109.0,79178.0,[],,0.401,,0
10.0,Excellent,WAREH/DIST TERM,34365,7567 CENTRAL INDUSTRIAL DR,WEST PALM BEACH,1.9553,3162458,MJD VENTURES INC,1973.0,6970.0,995.0,12.5,434230070000010,2625554,0,0,1307073600000.0,10,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,21740,235 N CONGRESS AVE,DELRAY BEACH,1.8439,4301786,JLJ INVESTORS LTD,2002.0,2060.0,2060.0,50.0,12434618570000020,3626512,0,0,,0,,False,True,2025-09-15T14:36:45.440118,True,Successfully extracted enhanced property data,17620.0,2060.0,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    MIC
                                

                                    1",4800—WAREH/DIST TERM,,,,,,,,,,,,,,,,,3989163.0,,3989163.0,77952.0,8347.0,86299.0,[],,0.105,,0
10.0,Excellent,WAREH/DIST TERM,22118,1830 2ND AVE N,LAKE WORTH,1.844,2902704,PROPERTIES OF ELEGANT DISTINCTION,1996.0,12100.0,,,38434421020290050,2472212,0,0,1711080000000.0,4070000,,False,True,2025-09-15T14:36:47.618061,True,Successfully extracted enhanced property data,8190.0,,I-POC—INDUSTRIAL PARK OF COMMERCE,"0767
                                

                                    WARRANTY DEED
                                

                                    PROPERTIES OF ELEGANT DIST",0.0,,,,,,,,,,,,,,,,3135019.0,,3135019.0,67755.0,8932.0,76687.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,38979,6461 GARDEN RD,RIVIERA BEACH,1.8614,4396526,FP RIVIERA LLC,1974.0,9684.0,9684.0,50.0,56434231000007052,4396526,0,0,1689825600000.0,5916000,,False,True,2025-09-15T14:36:49.830271,True,Successfully extracted enhanced property data,19611.0,9684.0,IG—GENERAL INDUSTRIAL,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4836179.0,,4836179.0,99686.0,9550.0,109236.0,[],,0.331,,0
10.0,Excellent,WAREH/DIST TERM,27600,1101 53RD CT S,MANGONIA PARK,1.8918,3467025,PB INDUSTRIAL INVESTMENTS LLC,1981.0,,143.0,,44434305220000170,3467025,0,0,1679457600000.0,10,,False,True,2025-09-15T14:36:52.002520,True,Successfully extracted enhanced property data,,3363.0,I—INDUSTRIAL DISTRICT,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3813728.0,,3813728.0,88183.0,6762.0,94945.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,34075,1711 UPLAND RD,WEST PALM BEACH,1.9348,4273997,FLAGLER SYSTEM MANAGMENT INC,1968.0,28540.0,5535.0,16.2,74434329070000010,3252215,0,0,1388034000000.0,2100000,,False,True,2025-09-15T14:36:54.290413,True,Successfully extracted enhanced property data,28540.0,5535.0,IL—INDUSTRIAL LIGHT,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,3577437.0,,3577437.0,82814.0,8962.0,91776.0,[],,0.162,,0
10.0,Excellent,WAREH/DIST TERM,24570,1819 7TH AVE N,LAKE WORTH,1.9942,2890316,AMM FAMILY TRUST &,1977.0,12600.0,,,38434421020190050,2890316,0,0,1727064000000.0,4944461,,False,True,2025-09-15T14:36:56.524331,True,Successfully extracted enhanced property data,12600.0,,I-POC—INDUSTRIAL PARK OF COMMERCE,"1528
                                

                                    QUIT CLAIM
                                

                                    LOWMAN WAREH",0.0,,,,,,,,,,,,,,,,3617410.0,,3617410.0,78181.0,7538.0,85718.0,[],,,,0
10.0,Excellent,WAREH/DIST TERM,31805,1499 SW 30TH AVE,BOYNTON BEACH,1.8716,4016169,WAREMAC LLC,1987.0,24186.0,2195.0,8.3,8434605080000020,3093439,0,0,820472400000.0,100,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,43924,2200 N FLORIDA MANGO RD,WEST PALM BEACH,1.8465,4357591,PEARL PROPERTIES LTD,1987.0,11288.0,11924.0,51.4,74434329070030040,4137221,0,0,801979200000.0,950000,,False,True,2025-09-15T14:37:00.972279,True,Successfully extracted enhanced property data,43924.0,20712.0,IL—INDUSTRIAL LIGHT,4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4550943.0,,4550943.0,98116.0,14303.0,112419.0,[],,0.32,,0
10.0,Excellent,WAREH/DIST TERM,23825,2501 WESTGATE AVE,WEST PALM BEACH,1.9958,3166400,WESTGATE I & II CORP,1989.0,8111.0,1169.0,12.6,434330030290160,2563869,0,0,,0,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10.0,Excellent,WAREH/DIST TERM,20860,3460 FAIRLANE FARMS RD 1,WELLINGTON,2.0519,4195735,WELLINGTON LAND DEV,1997.0,11710.0,9150.0,43.9,73414423040000030,4010019,0,0,909460800000.0,1325000,,False,True,2025-09-15T14:37:05.441035,True,Successfully extracted enhanced property data,20860.0,9150.0,"Acres



                                    1
                                

                                    INDUSTRIAL
                                

                                    FLEX
                                

                                    2",4800—WAREH/DIST TERM,0.0,,,,,,,,,,,,,,,,4411021.0,,4411021.0,85181.0,5621.0,90801.0,[],,0.305,,0
